log_id,label,user_id,age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,net_type,task_id,adv_id,creat_type_cd,adv_prim_id,inter_type_cd,slot_id,site_id,spread_app_id,hispace_app_tags,app_second_class,app_score,ad_click_list_v001,ad_click_list_v002,ad_click_list_v003,ad_close_list_v001,ad_close_list_v002,ad_close_list_v003,pt_d,u_newsCatInterestsST,u_refreshTimes,u_feedLifeCycle
15028,0,200204,7,3,16,120,4,16,5,19,124,1710,7,20380,11213,8,1005,4,12,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15030,0,200204,7,3,16,120,4,16,5,19,124,2117,7,20380,11213,8,1005,4,47,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15032,0,200204,7,3,16,120,4,16,5,19,124,1710,7,20380,11213,8,1005,4,12,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15034,0,200204,7,3,16,120,4,16,5,19,124,1710,7,20380,11213,8,1005,4,12,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15036,0,200204,7,3,16,120,4,16,5,19,124,2117,7,20380,11213,8,1005,4,47,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15039,0,200204,7,3,16,120,4,16,5,19,124,2541,7,20380,11213,8,1005,4,38,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15041,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35593,13510,8,1005,4,38,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15043,0,200204,7,3,16,120,4,16,5,19,124,2117,7,20380,11213,8,1005,4,47,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15045,0,200204,7,3,16,120,4,16,5,19,124,2541,7,20380,11213,8,1005,4,38,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15047,0,200204,7,3,16,120,4,16,5,19,124,2117,7,16066,11812,8,1005,4,40,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15049,0,200204,7,3,16,120,4,16,5,19,124,1710,7,20380,11213,8,1005,4,17,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15051,0,200204,7,3,16,120,4,16,5,19,124,2541,7,16066,11812,8,1005,4,38,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15053,0,200204,7,3,16,120,4,16,5,19,124,2541,7,16066,11812,8,1005,4,38,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15055,0,200204,7,3,16,120,4,16,5,19,124,1710,7,16066,11812,8,1005,4,17,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15057,0,200204,7,3,16,120,4,16,5,19,124,2117,7,13872,22876,6,1005,4,46,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14796,0,200204,7,3,16,120,4,16,5,19,124,2117,7,13884,13884,8,1482,4,35,1,257,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15058,0,200204,7,3,16,120,4,16,5,19,124,2117,7,31518,19194,6,1005,4,46,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15060,0,200204,7,3,16,120,4,16,5,19,124,2117,7,19418,21535,8,1005,4,35,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15062,0,200204,7,3,16,120,4,16,5,19,124,2117,7,19418,21535,8,1005,4,35,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15064,0,200204,7,3,16,120,4,16,5,19,124,2541,7,21063,19062,8,1005,4,38,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14848,0,200204,7,3,16,120,4,16,5,19,124,2541,7,18009,14666,8,1189,4,69,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15067,0,200204,7,3,16,120,4,16,5,19,124,2541,7,21063,19062,8,1005,4,38,1,309,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14794,0,200204,7,3,16,120,4,16,5,19,124,2541,7,24106,23039,10,1482,4,16,1,257,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14838,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14840,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14842,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14844,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14902,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10670,11794,10,1220,4,16,1,280,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14808,0,200204,7,3,16,120,4,16,5,19,124,2541,7,24106,23039,10,1482,4,16,1,257,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14901,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34041,13608,8,1036,4,38,1,312,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14899,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34041,13608,8,1036,4,38,1,312,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14897,0,200204,7,3,16,120,4,16,5,19,124,2541,7,24155,20092,3,1220,4,38,1,280,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14895,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14893,0,200204,7,3,16,120,4,16,5,19,124,2541,7,14519,15706,10,1635,4,16,1,344,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14890,0,200204,7,3,16,120,4,16,5,19,124,2541,7,14519,15706,10,1635,4,16,1,344,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14888,0,200204,7,3,16,120,4,16,5,19,124,2541,7,14519,15706,10,1635,4,16,1,344,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14886,0,200204,7,3,16,120,4,16,5,19,124,2541,7,14519,15706,10,1635,4,16,1,344,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14884,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14882,0,200204,7,3,16,120,4,16,5,19,124,2541,7,14519,15706,10,1635,4,16,1,344,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14854,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14881,0,200204,7,3,16,120,4,16,5,19,124,2541,7,14519,15706,10,1635,4,16,1,344,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14879,0,200204,7,3,16,120,4,16,5,19,124,2541,7,14519,15706,10,1635,4,16,1,344,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14877,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14875,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14873,0,200204,7,3,16,120,4,16,5,19,124,2541,7,14519,15706,10,1635,4,16,1,344,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14870,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14868,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14866,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14864,0,200204,7,3,16,120,4,16,5,19,124,2541,7,14519,15706,10,1635,4,16,1,344,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14862,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14852,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14861,0,200204,7,3,16,120,4,16,5,19,124,2541,7,12366,19884,10,1205,4,16,1,170,34,29,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14859,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14857,0,200204,7,3,16,120,4,16,5,19,124,2541,7,14519,15706,10,1635,4,16,1,344,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14855,0,200204,7,3,16,120,4,16,5,19,124,2541,7,26766,12672,10,1635,4,16,1,344,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14776,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14779,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14781,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14783,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14977,0,200204,7,3,16,120,4,16,5,19,124,2541,7,23707,11663,8,1802,4,38,1,181,26,20,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14969,0,200204,7,3,16,120,4,16,5,19,124,2117,7,23707,11663,8,1802,4,44,1,181,26,20,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14967,0,200204,7,3,16,120,4,16,5,19,124,2117,7,16502,14798,10,1573,4,36,1,350,39,15,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14785,0,200204,7,3,16,120,4,16,5,19,124,2541,7,24106,23039,10,1482,4,16,1,257,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14966,0,200204,7,3,16,120,4,16,5,19,124,2541,7,23707,11663,8,1802,4,38,1,181,26,20,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14964,0,200204,7,3,16,120,4,16,5,19,124,2541,7,23707,11663,8,1802,4,38,1,181,26,20,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14962,0,200204,7,3,16,120,4,16,5,19,124,2541,7,23707,11663,8,1802,4,38,1,181,26,20,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14960,0,200204,7,3,16,120,4,16,5,19,124,2541,7,23707,11663,8,1802,4,38,1,181,26,20,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14958,0,200204,7,3,16,120,4,16,5,19,124,2117,7,13033,12869,8,1802,4,44,1,181,26,20,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14955,0,200204,7,3,16,120,4,16,5,19,124,1710,7,16502,14798,10,1573,4,30,1,350,39,15,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14953,0,200204,7,3,16,120,4,16,5,19,124,2541,7,26320,11526,8,1392,4,38,1,321,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14951,0,200204,7,3,16,120,4,16,5,19,124,2541,7,23707,11663,8,1802,4,38,1,181,26,20,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14949,0,200204,7,3,16,120,4,16,5,19,124,2117,7,13033,12869,8,1802,4,37,1,181,26,20,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14947,0,200204,7,3,16,120,4,16,5,19,124,2117,7,23707,11663,8,1802,4,40,1,181,26,20,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14787,0,200204,7,3,16,120,4,16,5,19,124,2541,7,27014,11831,10,1619,4,16,1,257,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14972,0,200204,7,3,16,120,4,16,5,19,124,2117,7,23707,11663,8,1802,4,40,1,181,26,20,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14945,0,200204,7,3,16,120,4,16,5,19,124,2541,7,23707,11663,8,1802,4,38,1,181,26,20,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14943,0,200204,7,3,16,120,4,16,5,19,124,2541,7,23707,11663,8,1802,4,38,1,181,26,20,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14941,0,200204,7,3,16,120,4,16,5,19,124,1710,7,23707,11663,8,1802,4,12,1,181,26,20,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14939,0,200204,7,3,16,120,4,16,5,19,124,2117,7,10445,21954,8,1611,4,35,1,372,20,13,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14937,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34041,13608,8,1036,4,38,1,312,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14788,0,200204,7,3,16,120,4,16,5,19,124,2541,7,24106,23039,10,1482,4,16,1,257,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14936,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35558,11117,8,1532,4,38,1,168,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14934,0,200204,7,3,16,120,4,16,5,19,124,1710,7,35558,11117,8,1532,4,12,1,168,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14932,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34041,13608,8,1036,4,38,1,312,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14930,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10670,11794,10,1220,4,16,1,280,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14928,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35558,11117,8,1532,4,38,1,168,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14925,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34041,13608,8,1036,4,38,1,312,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14923,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34041,13608,8,1036,4,38,1,312,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14921,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34041,13608,8,1036,4,38,1,312,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14919,0,200204,7,3,16,120,4,16,5,19,124,2541,7,11911,13930,8,1036,4,38,1,312,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14917,0,200204,7,3,16,120,4,16,5,19,124,2541,7,11911,13930,8,1036,4,38,1,312,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14790,0,200204,7,3,16,120,4,16,5,19,124,2541,7,24106,23039,10,1482,4,16,1,257,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14916,0,200204,7,3,16,120,4,16,5,19,124,2541,7,11911,13930,8,1036,4,38,1,312,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14914,0,200204,7,3,16,120,4,16,5,19,124,2541,7,17926,19601,8,1036,4,38,1,312,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14912,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35558,11117,8,1532,4,38,1,168,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14846,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14910,0,200204,7,3,16,120,4,16,5,19,124,2541,7,17926,19601,8,1036,4,38,1,312,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14907,0,200204,7,3,16,120,4,16,5,19,124,2541,7,15501,10522,10,1036,4,16,1,312,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14905,0,200204,7,3,16,120,4,16,5,19,124,2541,7,15501,10522,10,1036,4,16,1,312,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14904,0,200204,7,3,16,120,4,16,5,19,124,2541,7,15501,10522,10,1036,4,16,1,312,43,18,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15098,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10699,22477,10,1509,4,16,1,162,47,14,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15096,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10699,22477,10,1509,4,16,1,162,47,14,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
14792,0,200204,7,3,16,120,4,16,5,19,124,2541,7,24106,23039,10,1482,4,16,1,257,49,17,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15095,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10699,22477,10,1509,4,16,1,162,47,14,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15093,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10699,22477,10,1509,4,16,1,162,47,14,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15091,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10699,22477,10,1509,4,16,1,162,47,14,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15089,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10699,22477,10,1509,4,16,1,162,47,14,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15087,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10699,22477,10,1509,4,16,1,162,47,14,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
15084,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10699,22477,10,1509,4,16,1,162,47,14,10,21907^27543^23707^21560^16066,1619^1189^1802^1151^1005,257^152^181^309^312,24107,1218,173,2.02206E+11,100^220^156^136^116,9,17
